SCRIPT,LOCATOR_METHOD,FILE_NAME,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Boiler,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CCGT,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:CT,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Chiller,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC, Assumptions,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:FC,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:Furnace,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,Currency,Defines the unit of currency used to create the cost estimations (year specific). E.g. USD-2015.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,a_p,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,b_p,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,c_p,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,d_p,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,e_p,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HEX,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:HP,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,Description,Describes the source of the benchmark standards.,[-],[-],string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,IR_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,LT_yr,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,O&M_%,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_Bref,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_a0,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_a1,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_a2,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_a3,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_a4,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_n,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_noct,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,PV_th,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,a,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,assumption,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,b,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,c,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,cap_max,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,cap_min,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,code,Building use. It relates to the uses stored in the input database of Zone_occupancy,[-],Those stored in Zone_occupancy,string,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,currency,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,d,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,e,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,misc_losses,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,module_length_m,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,type,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PV,unit,TODO,TODO,TODO,TODO,black
-,get_supply_systems,databases/ch/systems/supply_systems.xls:PVT,Description,Describes the source of the benchmark standards.,[-],[-],string,black
