FILE,FIELD,RMSE,ERROR,
cooling\outputs\data\potentials\solar\B1002_PV_sensors.csv,Zdir,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_PV_sensors.csv,tilt_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_PV_sensors.csv,B_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_PV_sensors.csv,array_spacing_m,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_PV_sensors.csv,surface_azimuth_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_PV_sensors.csv,area_installed_module_m2,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,SC_ET_roofs_top_Q_kWh,0.0345667466,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,SC_ET_roofs_top_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,SC_ET_walls_west_Q_kWh,0.0271496005,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,SC_ET_walls_west_m2,9.3025000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,Area_SC_m2,9.3025000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,radiation_kWh,0.2397963128,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,Q_SC_gen_kWh,0.0555336187,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,mcp_SC_kWperC,0.0748026256,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,Eaux_SC_kWh,0.0000319064,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,Q_SC_l_kWh,0.0006958333,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,T_SC_sup_C,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_ET.csv,T_SC_re_C,nan,Input contains NaN,infinity or a value too large for dtype('float64').
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,AREA_m2,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,Xcoor,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,Xdir,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,Ycoor,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,Ydir,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,Zcoor,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,Zdir,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,tilt_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,B_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,array_spacing_m,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,surface_azimuth_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_ET_sensors.csv,area_installed_module_m2,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,SC_FP_roofs_top_Q_kWh,0.0037060731,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,SC_FP_roofs_top_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,SC_FP_walls_west_Q_kWh,0.0007871804,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,SC_FP_walls_west_m2,9.3025000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,Area_SC_m2,9.3025000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,radiation_kWh,0.2397963128,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,Q_SC_gen_kWh,0.0044770662,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,mcp_SC_kWperC,0.0178105822,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,Eaux_SC_kWh,0.0000001826,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,Q_SC_l_kWh,0.0004997603,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,T_SC_sup_C,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1002_SC_FP.csv,T_SC_re_C,nan,Input contains NaN,infinity or a value too large for dtype('float64').
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,AREA_m2,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,Xcoor,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,Xdir,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,Ycoor,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,Ydir,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,Zcoor,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,Zdir,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,tilt_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,B_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,array_spacing_m,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,surface_azimuth_deg,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1002_SC_FP_sensors.csv,area_installed_module_m2,nan,Found input variables with inconsistent numbers of samples: [8,10]
cooling\outputs\data\potentials\solar\B1003_PV.csv,PV_roofs_top_E_kWh,0.0002246005,ok,
cooling\outputs\data\potentials\solar\B1003_PV.csv,PV_roofs_top_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PV.csv,PV_walls_west_E_kWh,0.0007870205,ok,
cooling\outputs\data\potentials\solar\B1003_PV.csv,PV_walls_west_m2,8.0089000000,ok,
cooling\outputs\data\potentials\solar\B1003_PV.csv,E_PV_gen_kWh,0.0010145320,ok,
cooling\outputs\data\potentials\solar\B1003_PV.csv,radiation_kWh,0.2474164954,ok,
cooling\outputs\data\potentials\solar\B1003_PV.csv,Area_PV_m2,8.0089000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_south_Q_kWh,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_south_E_kWh,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_south_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_north_Q_kWh,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_north_E_kWh,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_north_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_roofs_top_Q_kWh,0.0584968037,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_roofs_top_E_kWh,0.0002554795,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_roofs_top_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_east_Q_kWh,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_east_E_kWh,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_east_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_west_Q_kWh,0.0197758904,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_west_E_kWh,0.0007917580,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,PVT_walls_west_m2,8.0089000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,Area_PVT_m2,8.0089000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,radiation_kWh,0.2474164954,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,E_PVT_gen_kWh,0.0010435274,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,Q_PVT_gen_kWh,0.0774646233,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,mcp_PVT_kWperC,0.1255228653,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,Eaux_PVT_kWh,0.0000021347,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,Q_PVT_l_kWh,0.0000389840,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,T_PVT_sup_C,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_PVT.csv,T_PVT_re_C,nan,Input contains NaN,infinity or a value too large for dtype('float64').
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,AREA_m2,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,Xcoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,Xdir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,Ycoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,Ydir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,Zcoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,Zdir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,tilt_deg,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,B_deg,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,array_spacing_m,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,surface_azimuth_deg,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PVT_sensors.csv,area_installed_module_m2,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,AREA_m2,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,Xcoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,Xdir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,Ycoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,Ydir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,Zcoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,Zdir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,tilt_deg,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,B_deg,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,array_spacing_m,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,surface_azimuth_deg,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_PV_sensors.csv,area_installed_module_m2,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,SC_ET_roofs_top_Q_kWh,0.7977604452,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,SC_ET_roofs_top_m2,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,SC_ET_walls_west_Q_kWh,0.0229249543,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,SC_ET_walls_west_m2,8.0089000000,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,Area_SC_m2,8.0089000000,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,radiation_kWh,0.2474164954,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,Q_SC_gen_kWh,0.8183076142,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,mcp_SC_kWperC,0.0875573973,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,Eaux_SC_kWh,0.0000436416,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,Q_SC_l_kWh,0.0007769863,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,T_SC_sup_C,0.0000000000,ok,
cooling\outputs\data\potentials\solar\B1003_SC_ET.csv,T_SC_re_C,nan,Input contains NaN,infinity or a value too large for dtype('float64').
cooling\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv,AREA_m2,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv,Xcoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv,Xdir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv,Ycoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv,Ydir,nan,Found input variables with inconsistent numbers of samples: [10,9]
cooling\outputs\data\potentials\solar\B1003_SC_ET_sensors.csv,Zcoor,nan,Found input variables with inconsistent numbers of samples: [10,9]
